"am_gene_ID","am_gene_symbol","dr_gene_ID","dr_gene_symbol"
"ENSAMXG00000000950","fnip1","ENSDARG00000102171","fnip1"
"ENSAMXG00000000954","SLC15A5","ENSDARG00000089974","SLC15A5"
"ENSAMXG00000000955","med13a","ENSDARG00000053884","med13a"
"ENSAMXG00000000958","elapor2a","ENSDARG00000042213","elapor2a"
"ENSAMXG00000000959","rnft1","ENSDARG00000015917","rnft1"
"ENSAMXG00000000961","afg3l2","ENSDARG00000062272","afg3l2"
"ENSAMXG00000000962","agbl2","ENSDARG00000079983","agbl2"
"ENSAMXG00000000967","fnbp4","ENSDARG00000051800","fnbp4"
"ENSAMXG00000000968","GAN","ENSDARG00000100875","GAN"
"ENSAMXG00000000971","CMIP","ENSDARG00000062933","CMIP"
"ENSAMXG00000000972","cnot2","ENSDARG00000061802","cnot2"
"ENSAMXG00000000977","zgc:55781","ENSDARG00000057184","C2H7orf25"
"ENSAMXG00000000979","ENSAMXG00000000979","ENSDARG00000075676","ENSDARG00000075676"
"ENSAMXG00000000980","impa1","ENSDARG00000003517","impa1"
"ENSAMXG00000000982","plcg2","ENSDARG00000068763","plcg2"
"ENSAMXG00000000983","WASHC4","ENSDARG00000061719","WASHC4"
"ENSAMXG00000000984","ENSAMXG00000000984","ENSDARG00000078267","ENSDARG00000078267"
"ENSAMXG00000000986","stxbp3","ENSDARG00000008142","stxbp3"
"ENSAMXG00000000987","rabggta","ENSDARG00000061024","rabggta"
"ENSAMXG00000000988","ENSAMXG00000000988","ENSDARG00000073789","ENSDARG00000073789"
"ENSAMXG00000000989","meak7","ENSDARG00000062951","meak7"
"ENSAMXG00000000993","klhl36","ENSDARG00000030251","klhl36"
"ENSAMXG00000000997","ENSAMXG00000000997","ENSDARG00000075803","ENSDARG00000075803"
"ENSAMXG00000001000","tat","ENSDARG00000069630","tat"
"ENSAMXG00000001001","GMEB2","ENSDARG00000093240","GMEB2"
"ENSAMXG00000001005","rxylt1","ENSDARG00000063414","rxylt1"
"ENSAMXG00000001009","etfbkmt","ENSDARG00000079080","etfbkmt"
"ENSAMXG00000001013","SRGAP1","ENSDARG00000007461","SRGAP1"
"ENSAMXG00000001015","arid3b","ENSDARG00000104034","arid3b"
"ENSAMXG00000001018","PARP6","ENSDARG00000070473","PARP6"
"ENSAMXG00000001020","pkma","ENSDARG00000099730","pkma"
"ENSAMXG00000001022","HCN4","ENSDARG00000061685","HCN4"
"ENSAMXG00000001024","scube3","ENSDARG00000011490","scube3"
"ENSAMXG00000001025","tbxas1","ENSDARG00000002249","tbxas1"
"ENSAMXG00000001026","ube2q2","ENSDARG00000013990","ube2q2"
"ENSAMXG00000001027","IQSEC1","ENSDARG00000073822","IQSEC1"
"ENSAMXG00000001028","pim3","ENSDARG00000055129","pim3"
"ENSAMXG00000001029","hipk2","ENSDARG00000042518","hipk2"
"ENSAMXG00000001030","brd1b","ENSDARG00000051798","brd1b"
"ENSAMXG00000001032","ENSAMXG00000001032","ENSDARG00000063361","ENSDARG00000063361"
"ENSAMXG00000001041","nup205","ENSDARG00000042530","nup205"
"ENSAMXG00000001044","ENSAMXG00000001044","ENSDARG00000091584","ENSDARG00000091584"
"ENSAMXG00000001046","pfkfb2a","ENSDARG00000023840","pfkfb2a"
"ENSAMXG00000001047","mafk","ENSDARG00000100947","mafk"
"ENSAMXG00000001048","zgc:112332","ENSDARG00000058966","zgc:112332"
"ENSAMXG00000001050","neflb","ENSDARG00000057568","ENSDARG00000057568"
"ENSAMXG00000001051","ENSAMXG00000001051","ENSDARG00000089205","si:dkey-73n8.3"
"ENSAMXG00000001053","BICD1","ENSDARG00000079496","BICD1"
"ENSAMXG00000001055","raf1a","ENSDARG00000096415","raf1a"
"ENSAMXG00000001059","GNA14","ENSDARG00000025013","ENSDARG00000025013"
"ENSAMXG00000001060","INTS1","ENSDARG00000100419","INTS1"
"ENSAMXG00000001061","ENSAMXG00000001061","ENSDARG00000087804","ENSDARG00000087804"
"ENSAMXG00000001062","vps13a","ENSDARG00000039225","vps13a"
"ENSAMXG00000001063","lmo4b","ENSDARG00000054749","lmo4b"
"ENSAMXG00000001065","SANBR","ENSDARG00000079857","SANBR"
"ENSAMXG00000001066","ENSAMXG00000001066","ENSDARG00000103586","ENSDARG00000103586"
"ENSAMXG00000001068","TMTC2","ENSDARG00000035273","TMTC2"
"ENSAMXG00000001076","relch","ENSDARG00000101443","relch"
"ENSAMXG00000001077","tgm2a","ENSDARG00000070157","tgm2a"
"ENSAMXG00000001079","adrb3a","ENSDARG00000052919","adrb3b"
"ENSAMXG00000001081","rprd1b","ENSDARG00000038113","rprd1b"
"ENSAMXG00000001082","rpl17","ENSDARG00000057556","rpl17"
"ENSAMXG00000001083","TTI1","ENSDARG00000004114","TTI1"
"ENSAMXG00000001084","npm2a","ENSDARG00000076391","npm2a"
"ENSAMXG00000001086","VSTM2L","ENSDARG00000098289","VSTM2L"
"ENSAMXG00000001089","ENSAMXG00000001089","ENSDARG00000102675","ENSDARG00000102675"
"ENSAMXG00000001091","ENSAMXG00000001091","ENSDARG00000078752","ENSDARG00000078752"
"ENSAMXG00000001095","nkx6.1","ENSDARG00000022569","nkx6.1"
"ENSAMXG00000001099","ENSAMXG00000001099","ENSDARG00000074322","ENSDARG00000074322"
"ENSAMXG00000001103","ENSAMXG00000001103","ENSDARG00000095355","ENSDARG00000095355"
"ENSAMXG00000001104","ENSAMXG00000001104","ENSDARG00000117135","ENSDARG00000117135"
"ENSAMXG00000001107","ENSAMXG00000001107","ENSDARG00000046124","ENSDARG00000046124"
"ENSAMXG00000001112","adgra2","ENSDARG00000076994","adgra2"
"ENSAMXG00000001113","ENSAMXG00000001113","ENSDARG00000093415","ENSDARG00000093415"
"ENSAMXG00000001121","agbl5","ENSDARG00000045900","agbl5"
"ENSAMXG00000001125","ENSAMXG00000001125","ENSDARG00000054202","hbl4"
"ENSAMXG00000001129","znf296","ENSDARG00000077897","znf296"
"ENSAMXG00000001142","nos1","ENSDARG00000068910","nos1"
"ENSAMXG00000001143","msh6","ENSDARG00000104541","msh6"
"ENSAMXG00000001146","ENSAMXG00000001146","ENSDARG00000102294","fbxo11a"
"ENSAMXG00000001148","acte1","ENSDARG00000079111","acte1"
"ENSAMXG00000001155","ENSAMXG00000001155","ENSDARG00000075545","ENSDARG00000075545"
"ENSAMXG00000001161","KIF16B","ENSDARG00000100225","KIF16B"
"ENSAMXG00000001164","krt91","ENSDARG00000036830","krt91"
"ENSAMXG00000001166","ENSAMXG00000001166","ENSDARG00000037476","sorbs3"
"ENSAMXG00000001169","ndufaf5","ENSDARG00000061629","ndufaf5"
"ENSAMXG00000001172","esf1","ENSDARG00000008740","esf1"
"ENSAMXG00000001175","TSHZ2","ENSDARG00000079201","TSHZ2"
"ENSAMXG00000001178","KSR2","ENSDARG00000094526","KSR2"
"ENSAMXG00000001182","hcrtr2","ENSDARG00000023722","hcrtr2"
"ENSAMXG00000001184","rfc5","ENSDARG00000035634","rfc5"
"ENSAMXG00000001185","ENSAMXG00000001185","ENSDARG00000087224","ENSDARG00000087224"
"ENSAMXG00000001186","wsb2","ENSDARG00000058608","wsb2"
"ENSAMXG00000001188","VSIG10","ENSDARG00000058605","vsig10"
"ENSAMXG00000001190","si:dkey-98f17.5","ENSDARG00000068863","si:dkey-98f17.5"
"ENSAMXG00000001193","lztr1","ENSDARG00000015905","lztr1"
"ENSAMXG00000001194","SH3TC2","ENSDARG00000089917","SH3TC2"
"ENSAMXG00000001195","tbx16","ENSDARG00000007329","tbx16"
"ENSAMXG00000001197","il12ba","ENSDARG00000033727","il12ba"
"ENSAMXG00000001201","pole","ENSDARG00000058533","pole"
"ENSAMXG00000001202","clint1a","ENSDARG00000025535","clint1a"
"ENSAMXG00000001204","baiap2l1b","ENSDARG00000031119","baiap2l1b"
"ENSAMXG00000001206","nat9","ENSDARG00000071425","nat9"
"ENSAMXG00000001208","ARFGEF1","ENSDARG00000063474","ARFGEF1"
"ENSAMXG00000001210","rnaseh2c","ENSDARG00000089637","rnaseh2c"
"ENSAMXG00000001212","sytl4","ENSDARG00000102433","sytl4"
"ENSAMXG00000001214","p2rx2","ENSDARG00000002300","p2rx2"
"ENSAMXG00000001215","CABIN1","ENSDARG00000079326","CABIN1"
"ENSAMXG00000001216","pes","ENSDARG00000018902","pes"
"ENSAMXG00000001220","ppil2","ENSDARG00000002016","ppil2"
"ENSAMXG00000001222","mapk1","ENSDARG00000027552","mapk1"
"ENSAMXG00000001224","ppm1f","ENSDARG00000005786","ppm1f"
"ENSAMXG00000001225","TOP3B","ENSDARG00000027586","TOP3B"
"ENSAMXG00000001232","elp4","ENSDARG00000008852","elp4"
"ENSAMXG00000001238","pcsk5b","ENSDARG00000060518","pcsk5b"
"ENSAMXG00000001241","ydjc","ENSDARG00000062655","ydjc"
"ENSAMXG00000001243","tfb2m","ENSDARG00000074756","tfb2m"
"ENSAMXG00000001244","comp","ENSDARG00000098431","comp"
"ENSAMXG00000001247","sccpdha.1","ENSDARG00000075766","sccpdha.1"
"ENSAMXG00000001248","mpped2","ENSDARG00000034443","mpped2"
"ENSAMXG00000001253","ENSAMXG00000001253","ENSDARG00000035633","ENSDARG00000035633"
"ENSAMXG00000001254","sall4","ENSDARG00000044485","sall4"
"ENSAMXG00000001259","ENSAMXG00000001259","ENSDARG00000078772","ENSDARG00000078772"
"ENSAMXG00000001261","ATP9A","ENSDARG00000115869","ATP9A"
"ENSAMXG00000001263","sec14l8","ENSDARG00000059729","sec14l8"
"ENSAMXG00000001266","opn1mw1","ENSDARG00000000638","opn1mw4"
"ENSAMXG00000001272","PIEZO2","ENSDARG00000107086","PIEZO2"
"ENSAMXG00000001273","MSH5","ENSDARG00000077479","MSH5"
"ENSAMXG00000001275","src","ENSDARG00000008107","src"
"ENSAMXG00000001276","ENSAMXG00000001276","ENSDARG00000076270","ENSDARG00000076270"
"ENSAMXG00000001277","PDE1C","ENSDARG00000090398","PDE1C"
"ENSAMXG00000001278","ENSAMXG00000001278","ENSDARG00000054136","ENSDARG00000054136"
"ENSAMXG00000001279","ENSAMXG00000001279","ENSDARG00000086805","ENSDARG00000086805"
"ENSAMXG00000001280","mical1","ENSDARG00000011809","mical1"
"ENSAMXG00000001281","neurod6a","ENSDARG00000040008","neurod6a"
"ENSAMXG00000001283","ENSAMXG00000001283","ENSDARG00000086847","ENSDARG00000086847"
"ENSAMXG00000001286","camk1gb","ENSDARG00000008788","camk1gb"
"ENSAMXG00000001291","ENSAMXG00000001291","ENSDARG00000097446","ENSDARG00000097446"
"ENSAMXG00000001292","cblc","ENSDARG00000078217","cblc"
"ENSAMXG00000001295","ENSAMXG00000001295","ENSDARG00000087832","ENSDARG00000087832"
"ENSAMXG00000001298","efcab2","ENSDARG00000074323","efcab2"
"ENSAMXG00000001299","rdh12l","ENSDARG00000045277","rdh12l"
"ENSAMXG00000001301","smarce1","ENSDARG00000016871","smarce1"
"ENSAMXG00000001302","fasn2","ENSDARG00000096762","fasn2"
"ENSAMXG00000001307","ENSAMXG00000001307","ENSDARG00000099376","ENSDARG00000099376"
"ENSAMXG00000001309","PTCHD3","ENSDARG00000010075","PTCHD3"
"ENSAMXG00000001310","CA10","ENSDARG00000009568","CA10"
"ENSAMXG00000001313","slc6a16b","ENSDARG00000102377","slc6a16b"
"ENSAMXG00000001315","PLXNA2","ENSDARG00000060372","PLXNA2"
"ENSAMXG00000001319","lhpp","ENSDARG00000060196","lhpp"
"ENSAMXG00000001322","flt4","ENSDARG00000104453","flt4"
"ENSAMXG00000001328","YME1L1","ENSDARG00000075192","YME1L1"
"ENSAMXG00000001330","acap2b","ENSDARG00000060783","acap2b"
"ENSAMXG00000001334","aqp3b","ENSDARG00000069518","aqp3b"
"ENSAMXG00000001341","capsla","ENSDARG00000103521","capsla"
"ENSAMXG00000001344","psmd1","ENSDARG00000003189","psmd1"
"ENSAMXG00000001348","ENSAMXG00000001348","ENSDARG00000102234","ENSDARG00000102234"
"ENSAMXG00000001352","htr2b","ENSDARG00000115925","htr2b"
"ENSAMXG00000001353","ttc14","ENSDARG00000013845","ttc14"
"ENSAMXG00000001354","ranbp3b","ENSDARG00000069056","ranbp3b"
"ENSAMXG00000001356","colgalt1b","ENSDARG00000058270","colgalt1b"
"ENSAMXG00000001357","fxr1","ENSDARG00000022968","fxr1"
"ENSAMXG00000001358","tmem178ba","ENSDARG00000004577","tmem178ba"
"ENSAMXG00000001360","plrg1","ENSDARG00000037283","plrg1"
"ENSAMXG00000001361","itgb3b","ENSDARG00000045070","itgb3b"
"ENSAMXG00000001362","zgc:154046","ENSDARG00000016545","CRAT"
"ENSAMXG00000001364","gapvd1","ENSDARG00000090183","gapvd1"
"ENSAMXG00000001366","dnajc19","ENSDARG00000044420","dnajc19"
"ENSAMXG00000001367","cbl","ENSDARG00000009958","cbl"
"ENSAMXG00000001368","ENSAMXG00000001368","ENSDARG00000061222","ENSDARG00000061222"
"ENSAMXG00000001371","stox1","ENSDARG00000062593","stox1"
"ENSAMXG00000001373","CNOT4","ENSDARG00000007639","cnot4b"
"ENSAMXG00000001378","daam1b","ENSDARG00000009689","daam1b"
"ENSAMXG00000001379","ENSAMXG00000001379","ENSDARG00000037286","ENSDARG00000037286"
"ENSAMXG00000001381","syn1","ENSDARG00000060368","syn1"
"ENSAMXG00000001383","ccar1","ENSDARG00000074759","ccar1"
"ENSAMXG00000001386","zgc:136858","ENSDARG00000070830","zgc:136858"
"ENSAMXG00000001387","os9","ENSDARG00000020301","os9"
"ENSAMXG00000001388","mark3b","ENSDARG00000026630","mark3b"
"ENSAMXG00000001389","sema3fa","ENSDARG00000011163","sema3fa"
"ENSAMXG00000001395","ASCC3","ENSDARG00000086678","ASCC3"
"ENSAMXG00000001399","admp","ENSDARG00000025372","admp"
"ENSAMXG00000001400","ENSAMXG00000001400","ENSDARG00000114386","ENSDARG00000114386"
"ENSAMXG00000001403","B4GALNT1","ENSDARG00000077352","B4GALNT1"
"ENSAMXG00000001406","ARSD","ENSDARG00000002299","ARSD"
"ENSAMXG00000001407","GRIK2","ENSDARG00000113771","GRIK2"
"ENSAMXG00000001412","si:dkey-228d14.5","ENSDARG00000057440","si:dkey-228d14.5"
"ENSAMXG00000001413","ATP11B","ENSDARG00000101094","ATP11B"
"ENSAMXG00000001422","HACE1","ENSDARG00000062280","HACE1"
"ENSAMXG00000001430","MXRA5","ENSDARG00000076309","MXRA5"
"ENSAMXG00000001431","per2","ENSDARG00000034503","per2"
"ENSAMXG00000001432","MARK4","ENSDARG00000023914","ENSDARG00000023914"
"ENSAMXG00000001436","ENSAMXG00000001436","ENSDARG00000105343","ENSDARG00000105343"
"ENSAMXG00000001437","UBE4A","ENSDARG00000040571","UBE4A"
"ENSAMXG00000001442","ENSAMXG00000001442","ENSDARG00000086391","ENSDARG00000086391"
"ENSAMXG00000001445","TMEM260","ENSDARG00000076362","TMEM260"
"ENSAMXG00000001447","cd248a","ENSDARG00000103713","cd248a"
"ENSAMXG00000001448","bves","ENSDARG00000058548","bves"
"ENSAMXG00000001451","TET1","ENSDARG00000075230","TET1"
"ENSAMXG00000001452","tnnt2d","ENSDARG00000045822","tnnt2e"
"ENSAMXG00000001455","popdc3","ENSDARG00000058551","popdc3"
"ENSAMXG00000001460","ckbb","ENSDARG00000043257","ckbb"
"ENSAMXG00000001464","si:ch73-234b20.5","ENSDARG00000086996","si:ch73-234b20.5"
"ENSAMXG00000001465","ktn1","ENSDARG00000032802","ktn1"
"ENSAMXG00000001466","NLRX1","ENSDARG00000073724","NLRX1"
"ENSAMXG00000001473","dnm1l","ENSDARG00000015006","dnm1l"
"ENSAMXG00000001474","alox5a","ENSDARG00000057273","alox5a"
"ENSAMXG00000001477","hnrnpd","ENSDARG00000059246","hnrnpd"
"ENSAMXG00000001480","alg3","ENSDARG00000053155","alg3"
"ENSAMXG00000001481","ENSAMXG00000001481","ENSDARG00000077998","nitr3a"
"ENSAMXG00000001485","MSH4","ENSDARG00000075826","MSH4"
"ENSAMXG00000001487","bcas3","ENSDARG00000090764","bcas3"
"ENSAMXG00000001489","scn8ab","ENSDARG00000018032","scn8ab"
"ENSAMXG00000001490","ENSAMXG00000001490","ENSDARG00000062532","ENSDARG00000062532"
"ENSAMXG00000001494","ENSAMXG00000001494","ENSDARG00000075886","ENSDARG00000075886"
"ENSAMXG00000001495","hnrnpdl","ENSDARG00000003429","hnrnpdl"
"ENSAMXG00000001498","ENSAMXG00000001498","ENSDARG00000075805","ENSDARG00000075805"
"ENSAMXG00000001503","ENSAMXG00000001503","ENSDARG00000016348","ENSDARG00000016348"
"ENSAMXG00000001507","ddx51","ENSDARG00000025854","ddx51"
"ENSAMXG00000001508","atf7b","ENSDARG00000055481","atf7b"
"ENSAMXG00000001513","GPR143","ENSDARG00000034572","GPR143"
"ENSAMXG00000001515","ENSAMXG00000001515","ENSDARG00000074979","ENSDARG00000074979"
"ENSAMXG00000001516","ATG2B","ENSDARG00000097650","ENSDARG00000097650"
"ENSAMXG00000001518","ENSAMXG00000001518","ENSDARG00000021633","sh3bgr"
"ENSAMXG00000001519","smpdl3b","ENSDARG00000010130","smpdl3b"
"ENSAMXG00000001520","gigyf2","ENSDARG00000009735","gigyf2"
"ENSAMXG00000001521","TMEM150C","ENSDARG00000069590","TMEM150C"
"ENSAMXG00000001523","kctd15a","ENSDARG00000045893","kctd15a"
"ENSAMXG00000001526","PIK3CB","ENSDARG00000075253","PIK3CB"
"ENSAMXG00000001531","mccc1","ENSDARG00000102538","mccc1"
"ENSAMXG00000001536","mospd2","ENSDARG00000026024","mospd2"
"ENSAMXG00000001538","adal","ENSDARG00000012986","adal"
"ENSAMXG00000001539","ENSAMXG00000001539","ENSDARG00000075354","ENSDARG00000075354"
"ENSAMXG00000001542","hnrnpl","ENSDARG00000035324","hnrnpl"
"ENSAMXG00000001543","vdac2","ENSDARG00000013623","vdac2"
"ENSAMXG00000001544","mecr","ENSDARG00000032326","mecr"
"ENSAMXG00000001548","kptn","ENSDARG00000015937","kptn"
"ENSAMXG00000001549","acsl3b","ENSDARG00000014674","acsl3b"
"ENSAMXG00000001550","sec31a","ENSDARG00000021082","sec31a"
"ENSAMXG00000001554","csk","ENSDARG00000067996","csk"
"ENSAMXG00000001555","brip1","ENSDARG00000074410","brip1"
"ENSAMXG00000001556","ENSAMXG00000001556","ENSDARG00000067596","ENSDARG00000067596"
"ENSAMXG00000001561","comtd1","ENSDARG00000078918","comtd1"
"ENSAMXG00000001563","ankrd34bb","ENSDARG00000061641","ankrd34bb"
"ENSAMXG00000001574","DSP","ENSDARG00000022309","DSP"
"ENSAMXG00000001578","SNTB2","ENSDARG00000051763","SNTB2"
"ENSAMXG00000001583","glra2","ENSDARG00000075012","glra2"
"ENSAMXG00000001584","ENSAMXG00000001584","ENSDARG00000060395","ENSDARG00000060395"
"ENSAMXG00000001589","edc3","ENSDARG00000051931","edc3"
"ENSAMXG00000001590","ENSAMXG00000001590","ENSDARG00000044318","ENSDARG00000044318"
"ENSAMXG00000001591","EML5","ENSDARG00000053517","EML5"
"ENSAMXG00000001600","tmem214","ENSDARG00000016968","tmem214"
"ENSAMXG00000001612","tmem150aa","ENSDARG00000068227","tmem150aa"
"ENSAMXG00000001614","ENSAMXG00000001614","ENSDARG00000022372","kng1"
"ENSAMXG00000001618","ENSAMXG00000001618","ENSDARG00000003084","spire2"
"ENSAMXG00000001622","FYCO1","ENSDARG00000104500","FYCO1"
"ENSAMXG00000001625","dlg5a","ENSDARG00000074059","dlg5a"
"ENSAMXG00000001631","sppl2","ENSDARG00000030448","sppl2"
"ENSAMXG00000001634","pfkmb","ENSDARG00000060797","pfkmb"
"ENSAMXG00000001639","rnf181","ENSDARG00000023958","rnf181"
"ENSAMXG00000001641","nrf1","ENSDARG00000000018","nrf1"
"ENSAMXG00000001642","slc13a3","ENSDARG00000069478","slc13a3"
"ENSAMXG00000001644","mtf1","ENSDARG00000102898","mtf1"
"ENSAMXG00000001646","nfkbib","ENSDARG00000030087","nfkbib"
"ENSAMXG00000001647","ncl","ENSDARG00000002710","ncl"
"ENSAMXG00000001649","ldb3b","ENSDARG00000099974","ldb3b"
"ENSAMXG00000001650","asap3","ENSDARG00000021896","asap3"
"ENSAMXG00000001654","ENSAMXG00000001654","ENSDARG00000000529","ofd1"
"ENSAMXG00000001656","SMARCC2","ENSDARG00000077946","SMARCC2"
"ENSAMXG00000001657","vamp8","ENSDARG00000024116","vamp8"
"ENSAMXG00000001660","esrrgb","ENSDARG00000011696","esrrgb"
"ENSAMXG00000001661","ncaph","ENSDARG00000061468","ncaph"
"ENSAMXG00000001662","si:ch73-21k16.4","ENSDARG00000101260","GPATCH2"
"ENSAMXG00000001670","GNPAT","ENSDARG00000078770","GNPAT"
"ENSAMXG00000001671","ENSAMXG00000001671","ENSDARG00000035339","ENSDARG00000035339"
"ENSAMXG00000001672","SLC4A5","ENSDARG00000002771","SLC4A5"
"ENSAMXG00000001680","insra","ENSDARG00000011948","insra"
"ENSAMXG00000001684","arr3a","ENSDARG00000056511","arr3a"
"ENSAMXG00000001685","ALS2","ENSDARG00000075111","ALS2"
"ENSAMXG00000001687","inpp4ab","ENSDARG00000070995","inpp4ab"
"ENSAMXG00000001689","znf217","ENSDARG00000088123","znf217"
"ENSAMXG00000001691","INPP5B","ENSDARG00000103683","INPP5B"
"ENSAMXG00000001694","myl6","ENSDARG00000008494","myl6"
"ENSAMXG00000001697","dhdds","ENSDARG00000039851","dhdds"
"ENSAMXG00000001699","MAGI2","ENSDARG00000073769","MAGI2"
"ENSAMXG00000001700","egfl6","ENSDARG00000045958","egfl6"
"ENSAMXG00000001703","sox11b","ENSDARG00000095743","sox11b"
"ENSAMXG00000001704","ENSAMXG00000001704","ENSDARG00000112451","ENSDARG00000112451"
"ENSAMXG00000001706","ppp5c","ENSDARG00000034313","ppp5c"
"ENSAMXG00000001708","PREX2","ENSDARG00000071692","PREX2"
"ENSAMXG00000001709","slc13a4","ENSDARG00000059053","slc13a4"
"ENSAMXG00000001712","plk4","ENSDARG00000004576","plk4"
"ENSAMXG00000001713","tsfm","ENSDARG00000060748","tsfm"
"ENSAMXG00000001714","dtnba","ENSDARG00000077694","dtnba"
"ENSAMXG00000001715","ENSAMXG00000001715","ENSDARG00000095272","ENSDARG00000095272"
"ENSAMXG00000001716","fbxl5","ENSDARG00000043046","fbxl5"
"ENSAMXG00000001717","rps19","ENSDARG00000030602","rps19"
"ENSAMXG00000001721","mfsd14a2","ENSDARG00000013117","mfsd14a2"
"ENSAMXG00000001733","bcam","ENSDARG00000090190","bcam"
"ENSAMXG00000001734","wwp2","ENSDARG00000061345","wwp2"
"ENSAMXG00000001736","ZC3H12A","ENSDARG00000005271","ZC3H12A"
"ENSAMXG00000001737","syap1","ENSDARG00000012946","syap1"
"ENSAMXG00000001739","MOCOS","ENSDARG00000057148","mocos"
"ENSAMXG00000001742","HSPA4L","ENSDARG00000053544","HSPA4L"
"ENSAMXG00000001746","piwil2","ENSDARG00000062601","piwil2"
"ENSAMXG00000001749","GRIK3","ENSDARG00000077715","GRIK3"
"ENSAMXG00000001751","FRMPD4","ENSDARG00000075685","FRMPD4"
"ENSAMXG00000001752","gabarapl2","ENSDARG00000027200","gabarapl2"
"ENSAMXG00000001755","rpp40","ENSDARG00000017605","rpp40"
"ENSAMXG00000001760","ENSAMXG00000001760","ENSDARG00000057141","zgc:110045"
"ENSAMXG00000001762","tmem231","ENSDARG00000042272","tmem231"
"ENSAMXG00000001763","creb3l2","ENSDARG00000063563","creb3l2"
"ENSAMXG00000001766","csf3r","ENSDARG00000045959","csf3r"
"ENSAMXG00000001769","ENSAMXG00000001769","ENSDARG00000094018","ENSDARG00000094018"
"ENSAMXG00000001775","GAREM2","ENSDARG00000073933","GAREM2"
"ENSAMXG00000001779","ARMC9","ENSDARG00000087299","ENSDARG00000087299"
"ENSAMXG00000001780","ENSAMXG00000001780","ENSDARG00000014854","ENSDARG00000014854"
"ENSAMXG00000001781","mrps15","ENSDARG00000109289","mrps15"
"ENSAMXG00000001782","vps51","ENSDARG00000062016","vps51"
"ENSAMXG00000001784","slc39a14","ENSDARG00000102387","slc39a14"
"ENSAMXG00000001796","cdh7a","ENSDARG00000023542","cdh7a"
"ENSAMXG00000001798","ENSAMXG00000001798","ENSDARG00000114387","ENSDARG00000114387"
"ENSAMXG00000001800","polr2h","ENSDARG00000038505","polr2h"
"ENSAMXG00000001802","polr3glb","ENSDARG00000013734","polr3glb"
"ENSAMXG00000001803","SPATA48","ENSDARG00000109818","SPATA48"
"ENSAMXG00000001805","trnau1apb","ENSDARG00000056475","trnau1apb"
"ENSAMXG00000001807","SUSD2","ENSDARG00000101452","SUSD2"
"ENSAMXG00000001810","ENSAMXG00000001810","ENSDARG00000091813","ENSDARG00000091813"
"ENSAMXG00000001812","PRR5","ENSDARG00000075977","PRR5"
"ENSAMXG00000001814","ikzf1","ENSDARG00000013539","ikzf1"
"ENSAMXG00000001819","PRKAG2","ENSDARG00000001933","ENSDARG00000001933"
"ENSAMXG00000001820","cog3","ENSDARG00000101999","cog3"
"ENSAMXG00000001828","scn4bb","ENSDARG00000060319","scn4bb"
"ENSAMXG00000001831","ttl","ENSDARG00000062418","ttl"
"ENSAMXG00000001833","fat3a","ENSDARG00000033840","fat3a"
"ENSAMXG00000001834","zfyve28","ENSDARG00000060430","zfyve28"
"ENSAMXG00000001835","rad52","ENSDARG00000005274","rad52"
"ENSAMXG00000001836","hadhb","ENSDARG00000102055","hadhb"
"ENSAMXG00000001837","kremen1","ENSDARG00000062579","kremen1"
"ENSAMXG00000001840","ENSAMXG00000001840","ENSDARG00000012860","tmprss4b"
"ENSAMXG00000001843","kdsr","ENSDARG00000012021","kdsr"
"ENSAMXG00000001845","coq5","ENSDARG00000035618","coq5"
"ENSAMXG00000001848","CFAP99","ENSDARG00000097485","ENSDARG00000097485"
"ENSAMXG00000001849","iqgap3","ENSDARG00000098650","iqgap3"
